DEPTH,GR,RHGX_HILT,NPHI,AT10,AT20,AT30,AT60,AT90,PEFZ
3264.713,20.443283,2.8315115,0.0014598515,1900.7781,379.16516,407.9123,744.7198,837.7226,4.9919147
3264.8652,23.05255,2.8386042,0.005708346,1790.0645,235.82677,216.75374,357.16367,464.74026,4.701144
3265.0176,27.420534,2.8514235,0.009395285,1734.9915,185.49783,182.76033,258.3187,327.53876,4.303563
3265.17,27.596014,2.8474574,0.01026237,1625.5948,199.22278,205.26076,302.2907,394.99112,4.0427394
3265.3225,25.7764,2.8334315,0.008475069,1553.2971,214.18686,232.20477,422.71988,559.5575,4.0044994
3265.4749,25.181198,2.819878,0.0068355897,1589.9419,242.5017,269.76593,523.70355,658.47687,4.0824504
3265.6272,26.16716,2.819114,0.006555157,1506.9296,254.30206,303.95258,646.0466,764.3758,4.1286125
3265.7795,28.53612,2.8216805,0.0074852146,1360.8743,293.52942,338.34174,737.00525,809.3826,4.0660677
3265.9321,30.027687,2.8183835,0.008842629,1159.8287,264.26535,344.5991,693.8119,618.3362,3.957205
3266.0845,30.971987,2.8185713,0.0100444555,910.83386,226.99922,268.06818,524.5543,597.53455,3.9129617
3266.2368,29.129463,2.8213067,0.009781048,692.56226,186.85367,212.15346,510.3143,616.5039,4.027638
3266.3892,26.880007,2.8149936,0.009474219,944.73846,174.11882,203.35919,432.76636,572.2283,4.3084717
3266.5415,26.316238,2.810952,0.009618185,1109.8534,243.0623,256.03757,384.5164,572.8304,4.626607
3266.694,28.509718,2.814869,0.010890133,1391.1716,284.4272,303.06055,387.45972,664.5503,4.82018
3266.8464,31.548826,2.8375373,0.0105737,1620.7944,308.677,312.75632,330.81146,645.6625,4.780985
3266.9988,32.024857,2.8383234,0.006795713,1664.974,342.06937,355.68445,365.67004,637.07245,4.565873
3267.1511,30.62103,2.8025594,0.0034227744,1639.7202,265.89853,330.6294,304.36465,674.37,4.364626
3267.3037,23.865114,2.7832658,0.0009966718,1409.8118,206.59064,323.93634,337.8258,585.2288,4.3609643
3267.456,21.057463,2.7787404,0.0012188123,1244.0648,245.50223,561.4335,529.19293,1109.1338,4.456451
3267.6084,19.1272,2.8033862,0.00011505108,1251.0615,231.06506,715.9052,509.84378,913.48206,4.499337
3267.7607,22.936598,2.7955618,0.0042773876,1060.5004,205.595,440.7551,477.2966,742.8953,4.471975
3267.9133,27.060339,2.7928813,0.007754345,635.3529,221.74823,479.64783,444.09998,602.8229,4.489783
3268.0657,28.288687,2.7442014,0.010652565,1083.7318,262.43976,397.86636,338.42358,474.20184,4.5689726
3268.218,26.551666,2.6968431,0.009769767,474.05252,324.4893,660.3293,489.42285,738.221,4.652113
3268.3704,22.427925,2.6862278,0.016065521,492.04156,238.87196,263.34473,166.37573,342.05768,4.7135763
3268.5227,20.673141,2.750912,0.017671796,492.8861,234.3449,163.66087,120.91853,143.91934,4.807814
3268.6753,21.021322,2.8359098,0.021516543,389.8284,154.5539,123.16563,129.88283,119.95977,4.8890743
