DEPTH,GR,AT10,AT30,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5567.5998982563615,39.840454,1806.7589,1807.3785,1807.9323,2.593664,7.7100725,54.348885,5.3241725,0.049565878,0.06310097,0.067361295
5567.699898257852,38.07978,1810.1522,1811.2817,1812.1145,2.5929701,7.8707085,54.40735,5.3060393,0.048302807,0.06309444,0.06415645
5567.799898259342,36.32119,1813.5419,1815.1768,1816.2775,2.5966265,8.104341,54.646088,5.312424,0.048866227,0.062750295,0.06300889
5567.899898260832,34.313934,1816.8438,1818.9669,1820.3191,2.6034625,8.265306,55.003334,5.33167,0.049998146,0.061895177,0.06222604
5567.999898262322,30.556608,1822.8262,1825.8405,1827.6289,2.6094558,9.142345,55.359875,5.4339657,0.050528754,0.05988153,0.06112199
5568.099898263812,29.188837,1825.3365,1828.7349,1830.7018,2.6032588,9.6951065,55.53101,5.5135226,0.049317893,0.058181692,0.059981897
5568.199898265302,28.242405,1827.4221,1831.1527,1833.2683,2.5946217,9.90423,55.66192,5.6008387,0.047149092,0.057044145,0.05866417
5568.299898266792,27.086235,1830.0627,1834.2828,1836.6027,2.5782678,9.52541,55.786907,5.7397857,0.045189094,0.0568381,0.057469755
5568.399898268282,26.932135,1830.5211,1834.8888,1837.2622,2.5667887,9.706537,55.903904,5.7860537,0.045355298,0.057292532,0.05744113
5568.4998982697725,27.0045,1830.3635,1834.813,1837.2068,2.5410886,9.780434,55.88641,5.8506384,0.046163246,0.05786601,0.05787702
5568.599898271263,27.423834,1828.1698,1832.5763,1834.9115,2.4735446,9.44016,55.671055,6.0553055,0.04625061,0.05819287,0.058196697
5568.699898272753,27.678078,1826.1438,1830.4249,1832.6799,2.4501832,8.956822,55.493546,6.172068,0.044100486,0.05791954,0.057920706
5568.799898274243,28.0989,1823.5222,1827.6115,1829.7512,2.4543862,8.434725,55.279705,6.223474,0.041282427,0.057295762,0.057295963
5568.899898275733,28.71055,1816.6205,1820.1276,1821.9298,2.5052066,6.8275633,55.06066,6.0589795,0.038955227,0.056443933,0.056443933
5568.999898277223,29.590513,1812.4147,1815.5343,1817.1124,2.534172,5.8183465,54.970043,5.8700786,0.03862469,0.05483809,0.05483809
5569.099898278713,29.735619,1807.7666,1810.4379,1811.7544,2.553419,5.1749687,54.769962,5.6842628,0.040070936,0.053174157,0.053174157
5569.199898280203,30.071634,1802.7234,1804.8866,1805.9036,2.5667338,4.8776727,54.640312,5.5408955,0.04149183,0.051275596,0.051275596
5569.2998982816935,31.475847,1791.6703,1792.654,1792.9608,2.5785978,4.9489717,54.6669,5.4541693,0.042221174,0.049662415,0.049662415
5569.399898283184,32.48067,1785.7744,1786.0945,1785.9938,2.5806952,5.055326,54.719536,5.4703283,0.04290247,0.049194254,0.049194254
5569.499898284674,33.389267,1779.718,1779.335,1778.7959,2.5787113,5.2425566,54.86392,5.489455,0.044216294,0.05051049,0.05051049
