DEPTH,GR,AT10,AT30,AT90,RHOZ,NPHI,DTCO,PEFZ,CMFF,CMRP_3MS,TCMR
5441.8994,85.149666,32.753086,20.85915,18.421116,2.562589,0.16760334,61.48669,4.3284955,0.09768778,0.12734592,0.12756416
5442.052,88.02392,34.296505,61.941196,32.52597,2.5390744,0.1825888,61.56884,4.4159513,0.091339014,0.12709557,0.12837708
5442.204,89.2814,41.673,126.84098,68.51035,2.4995606,0.18703853,61.921806,4.6797066,0.095700234,0.13477318,0.13961494
5442.3564,89.17401,72.41144,81.12441,61.555107,2.4731987,0.18701614,63.278385,5.0100894,0.095700234,0.13477318,0.13961494
5442.509,85.5812,140.79187,86.69252,74.27191,2.4596207,0.17994225,64.55175,5.3738575,0.09959357,0.14029479,0.14515118
5442.661,87.55725,104.66352,143.9564,154.22224,2.4335456,0.17234194,68.15295,5.9604754,0.102343425,0.14395426,0.14717522
5442.8135,91.257454,42.7557,89.923836,76.55413,2.4073005,0.1644013,68.90702,6.6762457,0.10494115,0.14821176,0.1507035
5442.966,86.76644,28.220243,25.35303,27.887245,2.4064708,0.17739865,69.91034,7.1046405,0.109236,0.15959416,0.16165972
5443.1187,78.34878,17.04657,23.196684,37.521347,2.4545045,0.21827672,70.84837,6.886968,0.109236,0.15959416,0.16165972
5443.271,69.36674,15.628846,26.922232,42.013157,2.4807818,0.23885679,71.85029,6.0730286,0.109113775,0.1715802,0.17424534
5443.4233,66.492485,13.838116,30.576187,37.096607,2.4828804,0.23790546,72.24566,5.313414,0.10140638,0.174129,0.17956063
5443.5757,71.770454,20.145924,48.5793,54.42352,2.4486406,0.22893602,73.50827,4.9173293,0.09865623,0.16767526,0.17602618
5443.728,86.277794,34.6359,61.615044,55.627087,2.4283707,0.2362856,74.32427,4.9038095,0.110811025,0.16437289,0.17366889
5443.8804,99.21192,48.43483,143.76157,109.53529,2.409295,0.24245659,75.6323,5.004308,0.110811025,0.16437289,0.17366889
5444.0327,95.52527,58.26731,68.864044,38.875633,2.4045064,0.2484012,76.11906,5.046793,0.1364123,0.17606165,0.18308833
5444.185,82.28277,54.299313,112.74122,55.392345,2.391932,0.2492445,76.57464,5.1645036,0.16504873,0.19908223,0.20508303
5444.3374,69.528275,152.5172,265.60312,84.2362,2.3799684,0.24534024,76.03523,5.313514,0.18221311,0.22427246,0.23207752
5444.49,65.10169,180.82072,516.8837,96.196014,2.3693883,0.24279119,72.55294,5.5532823,0.17957906,0.23029928,0.24358946
5444.6426,66.890755,125.07597,154.13477,67.02676,2.3794837,0.25300765,69.83751,5.843788,0.17957906,0.23029928,0.24358946
5444.795,68.14825,78.55773,108.97768,54.957096,2.418046,0.25087202,67.205666,5.9733725,0.15573925,0.22206554,0.23690622
5444.9473,68.98201,54.0238,108.27874,42.884514,2.467626,0.24876553,71.50693,5.782207,0.12055488,0.19132426,0.20189281
5445.0996,65.3892,24.69828,67.47258,24.727858,2.5080047,0.24127851,69.163086,5.2880187,0.09311835,0.15985022,0.16509414
5445.252,57.305363,19.859753,35.084583,23.094664,2.5279748,0.2351585,64.51722,4.787819,0.07701227,0.14122438,0.14215082
5445.4043,53.892193,14.365648,29.102577,24.347918,2.538933,0.20053075,63.889145,4.4663167,0.07701227,0.14122438,0.14215082
5445.5566,53.892193,16.693344,62.2274,30.304203,2.5438015,0.15261576,62.507626,4.2855973,0.075286165,0.14254177,0.14354753
5445.7095,59.588947,22.248882,79.6502,42.74564,2.5258725,0.13142057,62.34278,4.1864223,0.08999188,0.14653492,0.14653796
5445.862,61.75777,26.076752,117.632515,51.321735,2.4838526,0.15173113,60.09484,4.1088324,0.112225965,0.1480136,0.14801665
5446.014,64.9913,28.487854,280.95523,49.440372,2.4439857,0.17007722,59.013416,4.1017823,0.12916072,0.14681919,0.14686169
5446.1665,67.33921,28.618626,763.4917,92.052505,2.4193897,0.18931383,57.436825,4.1555653,0.12916072,0.14681919,0.14686169
5446.319,64.272194,28.22878,1914.4348,133.74738,2.404054,0.17042679,57.39096,4.312261,0.1376326,0.15220651,0.15224372
5446.471,64.63148,28.174814,1950.0,117.57506,2.439743,0.15387888,56.2735,4.3781924,0.13636439,0.15574843,0.15575147
5446.6235,61.976025,28.794155,1950.0,98.694664,2.47657,0.12346895,58.72369,4.3249264,0.12961933,0.15544558,0.15709211
5446.776,66.826324,29.74033,1950.0,89.37046,2.4655886,0.11725439,56.994816,4.3270855,0.11524874,0.14290944,0.1492706
5446.928,68.565125,29.465202,1849.2334,81.74246,2.3920062,0.13947968,59.695675,4.5538197,0.11524874,0.14290944,0.1492706
5447.081,69.10404,28.128819,1950.0,92.38158,2.3252273,0.18244688,60.02571,5.116564,0.10816453,0.13430087,0.14318323
5447.2334,66.72276,26.745226,1950.0,86.140816,2.3313756,0.21513964,60.774414,5.6254783,0.11443782,0.13856924,0.1433039
5447.3857,60.18857,26.194395,1689.4573,91.90458,2.3640234,0.25502017,66.41688,5.761664,0.1366608,0.15872553,0.15872857
5447.538,59.11072,26.418716,1421.3347,90.265396,2.3863509,0.28594282,67.609314,5.470146,0.15752794,0.17792194,0.17793633
5447.6904,65.37584,26.675634,1950.0,80.158775,2.3891406,0.30303663,71.96303,5.10108,0.15752794,0.17792194,0.17793633
5447.843,71.788,26.198803,1849.0852,70.911194,2.404178,0.29223394,69.50981,4.8239264,0.17456463,0.19904706,0.19905011
5447.995,71.48124,24.627806,798.952,66.482124,2.4358308,0.24113028,70.151825,4.5582023,0.1841744,0.21245171,0.2125387
5448.1475,67.41776,21.590559,275.48047,61.731926,2.4706848,0.18525937,70.627144,4.1554027,0.18150745,0.21548213,0.2157206
5448.3,59.012253,19.072992,411.11417,71.33434,2.4810472,0.14527921,71.25201,3.7773561,0.16137293,0.19875325,0.20397504
5448.4526,56.28069,20.277288,59.71253,41.38785,2.476337,0.13320832,71.40212,3.5669115,0.16137293,0.19875325,0.20397504
5448.605,56.0367,18.284832,160.0421,69.29106,2.4694216,0.15651013,71.64466,3.47863,0.1400849,0.18013485,0.19190252
5448.7573,51.892517,19.593699,219.58943,84.55268,2.4634433,0.16108294,71.675644,3.4819574,0.12784706,0.17048608,0.18548143
5448.9097,48.644756,21.146555,422.7828,118.277695,2.4600832,0.16428229,71.865005,3.51947,0.12723565,0.16606113,0.18001275
5449.062,40.41064,22.158201,1950.0,224.75206,2.4639363,0.14448713,71.09299,3.6137729,0.12899214,0.1654365,0.17784645
5449.2144,39.720753,22.42846,1950.0,127.23727,2.467413,0.13579622,69.058945,3.79911,0.12899214,0.1654365,0.17784645
5449.3667,43.630054,22.31396,1950.0,136.05038,2.4763498,0.15582712,67.9751,4.0976086,0.13027872,0.16440456,0.177406
5449.519,48.798595,22.217087,1239.074,114.61394,2.4813972,0.17934385,66.96654,4.470377,0.12945712,0.16677955,0.18137072
5449.672,55.31545,22.278936,1491.2115,114.5089,2.4966302,0.18190289,65.77975,4.6269474,0.12602568,0.16490856,0.17841715
5449.824,50.443653,22.233074,654.50446,111.99461,2.50105,0.14224489,65.7494,4.57486,0.1164907,0.15984692,0.17180337
