# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2023-04-23
#
# GRDC-No.:              3651806
# River:                 RIO SAO FRANCISCO
# Station:               BOM JESUS DA LAPA
# Country:               BR
# Latitude (DD):       -13.25694
# Longitude (DD):      -43.43917
# Catchment area (km²):      271000.0
# Altitude (m ASL):        420.0
# Next downstream station:      3651807
# Remarks:               
# Owner of original data: Brazil - National Water Agency (ANA)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 2020-02
# No. of years:          81
# Last update:           2021-03-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 29280
# DATA
YYYY-MM-DD;hh:mm; Value
1983-06-27;--:--;   2146.778
1983-06-28;--:--;   2165.144
1983-06-29;--:--;   2165.144
1983-06-30;--:--;   2155.953
1983-07-01;--:--;   2128.472
1983-07-02;--:--;   2128.472
1983-07-03;--:--;   2137.617
1983-07-04;--:--;   2128.472
1983-07-05;--:--;   2119.341
1983-07-06;--:--;   2101.124
1983-07-07;--:--;   2101.124
1983-07-08;--:--;   2101.124
1983-07-09;--:--;   2101.124
1983-07-10;--:--;   2082.967
1983-07-11;--:--;   2073.910
1983-07-12;--:--;   2064.869
1983-07-13;--:--;   2064.869
1983-07-14;--:--;   2046.832
1983-07-15;--:--;   2037.835
1983-07-16;--:--;   2028.854
1983-07-17;--:--;   2028.854
1983-07-18;--:--;   2010.937
1983-07-19;--:--;   2010.937
1983-07-20;--:--;   2002.000
1983-07-21;--:--;   1993.079
1983-07-22;--:--;   1993.079
1983-07-23;--:--;   1993.079
1983-07-24;--:--;   1984.173
1983-07-25;--:--;   1975.283
1983-07-26;--:--;   1984.173
1983-07-27;--:--;   2010.937
1983-07-28;--:--;   2010.937
1983-07-29;--:--;   1984.173
1983-07-30;--:--;   1948.701
1983-07-31;--:--;   1895.948
1983-08-01;--:--;   1826.468
1983-08-02;--:--;   1826.468
1983-08-03;--:--;   1817.852
1983-08-04;--:--;   1792.098
1983-08-05;--:--;   1775.005
1983-08-06;--:--;   1757.975
1983-08-07;--:--;   1749.484
1983-08-08;--:--;   1732.547
1983-08-09;--:--;   1732.547
1983-08-10;--:--;   1724.102
1983-08-11;--:--;   1715.673
1983-08-12;--:--;   1707.259
1983-08-13;--:--;   1673.762
1983-08-14;--:--;   1665.427
1983-08-15;--:--;   1690.479
1983-08-16;--:--;   1690.479
1983-08-17;--:--;   1682.113
1983-08-18;--:--;   1682.113
1983-08-19;--:--;   1673.762
1983-08-20;--:--;   1665.427
1983-08-21;--:--;   1665.427
1983-08-22;--:--;   1648.804
1983-08-23;--:--;   1640.516
1983-08-24;--:--;   1640.516
1983-08-25;--:--;   1632.245
1983-08-26;--:--;   1623.989
1983-08-27;--:--;   1623.989
1983-08-28;--:--;   1623.989
1983-08-29;--:--;   1599.316
1983-08-30;--:--;   1599.316
1983-08-31;--:--;   1599.316
1983-09-01;--:--;   1599.316
1983-09-02;--:--;   1607.524
1983-09-03;--:--;   1607.524
1983-09-04;--:--;   1599.316
1983-09-05;--:--;   1599.316
1983-09-06;--:--;   1591.124
1983-09-07;--:--;   1591.124
1983-09-08;--:--;   1582.947
1983-09-09;--:--;   1574.787
1983-09-10;--:--;   1534.225
1983-09-11;--:--;   1502.065
1983-09-12;--:--;   1470.164
1983-09-13;--:--;   1446.409
1983-09-14;--:--;   1422.800
1983-09-15;--:--;   1430.653
1983-09-16;--:--;   1446.409
1983-09-17;--:--;   1470.164
1983-09-18;--:--;   1502.065
1983-09-19;--:--;   1542.305
1983-09-20;--:--;   1582.947
1983-09-21;--:--;   1582.947
1983-09-22;--:--;   1566.642
1983-09-23;--:--;   1558.514
1983-09-24;--:--;   1550.402
1983-09-25;--:--;   1534.225
1983-09-26;--:--;   1518.113
1983-09-27;--:--;   1502.065
1983-09-28;--:--;   1470.164
1983-09-29;--:--;   1454.311
1983-09-30;--:--;   1446.409
1983-10-01;--:--;   1454.311
1983-10-02;--:--;   1438.523
1983-10-03;--:--;   1438.523
1983-10-04;--:--;   1454.311
1983-10-05;--:--;   1462.229
1983-10-06;--:--;   1462.229
1983-10-07;--:--;   1454.311
1983-10-08;--:--;   1438.523
1983-10-09;--:--;   1446.409
1983-10-10;--:--;   1454.311
1983-10-11;--:--;   1454.311
1983-10-12;--:--;   1438.523
1983-10-13;--:--;   1446.409
1983-10-14;--:--;   1438.523
1983-10-15;--:--;   1446.409
1983-10-16;--:--;   1470.164
1983-10-17;--:--;   1542.305
1983-10-18;--:--;   1698.861
1983-10-19;--:--;   2119.341
1983-10-20;--:--;   2505.734
1983-10-21;--:--;   2633.310
1983-10-22;--:--;   2653.150
1983-10-23;--:--;   2683.015
1983-10-24;--:--;   2743.124
1983-10-25;--:--;   2813.887
1983-10-26;--:--;   2753.191
1983-10-27;--:--;   2673.046
1983-10-28;--:--;   2643.223
1983-10-29;--:--;   2793.600
1983-10-30;--:--;   2957.452
1983-10-31;--:--;   2967.810
1983-11-01;--:--;   2803.736
1983-11-02;--:--;   2803.736
1983-11-03;--:--;   2683.015
1983-11-04;--:--;   2574.131
1983-11-05;--:--;   2438.038
1983-11-06;--:--;   2399.670
1983-11-07;--:--;   2418.825
1983-11-08;--:--;   2544.732
1983-11-09;--:--;   2733.071
1983-11-10;--:--;   2978.181
1983-11-11;--:--;   3188.477
1983-11-12;--:--;   3263.359
1983-11-13;--:--;   3284.874
1983-11-14;--:--;   3295.652
1983-11-15;--:--;   3349.742
1983-11-16;--:--;   3436.977
1983-11-17;--:--;   3602.823
1983-11-18;--:--;   3897.245
1983-11-19;--:--;   4036.069
1983-11-20;--:--;   4176.727
1983-11-21;--:--;   4307.260
1983-11-22;--:--;   4427.243
1983-11-23;--:--;   4499.832
1983-11-24;--:--;   4511.973
1983-11-25;--:--;   4499.832
1983-11-26;--:--;   4499.832
1983-11-27;--:--;   4597.309
1983-11-28;--:--;   4695.577
1983-11-29;--:--;   4757.393
1983-11-30;--:--;   4807.066
1983-12-01;--:--;   4982.457
1983-12-02;--:--;   4982.457
1983-12-03;--:--;   5109.188
1983-12-04;--:--;   5314.458
1983-12-05;--:--;   5418.237
1983-12-06;--:--;   5549.028
1983-12-07;--:--;   5667.748
1983-12-08;--:--;   5827.517
1983-12-09;--:--;   5921.491
1983-12-10;--:--;   6056.726
1983-12-11;--:--;   6152.077
1983-12-12;--:--;   6261.739
1983-12-13;--:--;   6358.294
1983-12-14;--:--;   6427.604
1983-12-15;--:--;   6483.258
1983-12-16;--:--;   6539.092
1983-12-17;--:--;   6567.078
1983-12-18;--:--;   6609.141
1983-12-19;--:--;   6623.184
1983-12-20;--:--;   6665.382
1983-12-21;--:--;   6693.571
1983-12-22;--:--;   6721.805
1983-12-23;--:--;   6721.805
1983-12-24;--:--;   6735.938
1983-12-25;--:--;   6750.083
1983-12-26;--:--;   6735.938
1983-12-27;--:--;   6707.682
1983-12-28;--:--;   6679.471
1983-12-29;--:--;   6651.305
1983-12-30;--:--;   6637.239
1983-12-31;--:--;   6623.184
1984-01-01;--:--;   6609.141
1984-01-02;--:--;   6609.141
1984-01-03;--:--;   6609.141
1984-01-04;--:--;   6595.108
1984-01-05;--:--;   6553.079
1984-01-06;--:--;   6511.152
1984-01-07;--:--;   6441.501
1984-01-08;--:--;   6399.846
1984-01-09;--:--;   6316.845
1984-01-10;--:--;   6206.816
1984-01-11;--:--;   6097.521
1984-01-12;--:--;   5961.940
1984-01-13;--:--;   5854.309
1984-01-14;--:--;   5760.742
1984-01-15;--:--;   5667.748
1984-01-16;--:--;   5509.667
1984-01-17;--:--;   5275.736
1984-01-18;--:--;   4932.102
1984-01-19;--:--;   4548.471
1984-01-20;--:--;   3966.427
1984-01-21;--:--;   3569.417
1984-01-22;--:--;   3382.356
1984-01-23;--:--;   3263.359
1984-01-24;--:--;   3082.650
1984-01-25;--:--;   2967.810
1984-01-26;--:--;   2936.777
1984-01-27;--:--;   2957.452
1984-01-28;--:--;   2988.567
1984-01-29;--:--;   3093.171
1984-01-30;--:--;   3199.134
1984-01-31;--:--;   3263.359
1984-02-01;--:--;   3135.394
1984-02-02;--:--;   3135.394
1984-02-03;--:--;   2978.181
1984-02-04;--:--;   2803.736
1984-02-05;--:--;   2653.150
1984-02-06;--:--;   2496.020
1984-02-07;--:--;   2352.036
1984-02-08;--:--;   2211.316
1984-02-09;--:--;   2110.225
1984-02-10;--:--;   2046.832
1984-02-11;--:--;   1993.079
1984-02-12;--:--;   1966.407
1984-02-13;--:--;   1984.173
1984-02-14;--:--;   2002.000
1984-02-15;--:--;   2010.937
1984-02-16;--:--;   2002.000
1984-02-17;--:--;   1966.407
1984-02-18;--:--;   1966.407
1984-02-19;--:--;   2002.000
1984-02-20;--:--;   1993.079
1984-02-21;--:--;   1966.407
1984-02-22;--:--;   1895.948
1984-02-23;--:--;   1843.746
1984-02-24;--:--;   1835.099
1984-02-25;--:--;   1878.486
1984-02-26;--:--;   1957.546
1984-02-27;--:--;   1993.079
1984-02-28;--:--;   1948.701
1984-02-29;--:--;   1887.210
1984-03-01;--:--;   1835.099
1984-03-02;--:--;   1869.778
1984-03-03;--:--;   1869.778
1984-03-04;--:--;   1835.099
1984-03-05;--:--;   1766.483
1984-03-06;--:--;   1698.861
1984-03-07;--:--;   1648.804
1984-03-08;--:--;   1623.989
1984-03-09;--:--;   1623.989
1984-03-10;--:--;   1673.762
1984-03-11;--:--;   1665.427
1984-03-12;--:--;   1648.804
1984-03-13;--:--;   1673.762
1984-03-14;--:--;   1852.408
1984-03-15;--:--;   2128.472
1984-03-16;--:--;   2304.764
1984-03-17;--:--;   2409.240
1984-03-18;--:--;   2544.732
1984-03-19;--:--;   2623.412
1984-03-20;--:--;   2623.412
1984-03-21;--:--;   2515.462
1984-03-22;--:--;   2371.046
1984-03-23;--:--;   2239.197
1984-03-24;--:--;   2037.835
1984-03-25;--:--;   1922.256
1984-03-26;--:--;   1913.472
1984-03-27;--:--;   1922.256
1984-03-28;--:--;   2010.937
1984-03-29;--:--;   2285.958
1984-03-30;--:--;   2515.462
1984-03-31;--:--;   2603.657
1984-04-01;--:--;   2476.635
1984-04-02;--:--;   2476.635
1984-04-03;--:--;   2409.240
1984-04-04;--:--;   2390.115
1984-04-05;--:--;   2505.734
1984-04-06;--:--;   2743.124
1984-04-07;--:--;   2875.083
1984-04-08;--:--;   3030.245
1984-04-09;--:--;   3274.110
1984-04-10;--:--;   3602.823
1984-04-11;--:--;   3794.339
1984-04-12;--:--;   3851.380
1984-04-13;--:--;   3782.970
1984-04-14;--:--;   3703.746
1984-04-15;--:--;   3602.823
1984-04-16;--:--;   3415.089
1984-04-17;--:--;   3188.477
1984-04-18;--:--;   2988.567
1984-04-19;--:--;   2683.015
1984-04-20;--:--;   2476.635
1984-04-21;--:--;   2314.189
1984-04-22;--:--;   2183.568
1984-04-23;--:--;   2082.967
1984-04-24;--:--;   1993.079
1984-04-25;--:--;   1931.056
1984-04-26;--:--;   1878.486
1984-04-27;--:--;   1826.468
1984-04-28;--:--;   1766.483
1984-04-29;--:--;   1749.484
1984-04-30;--:--;   1715.673
1984-05-01;--:--;   1682.113
1984-05-02;--:--;   1682.113
1984-05-03;--:--;   1707.259
1984-05-04;--:--;   1707.259
1984-05-05;--:--;   1657.107
1984-05-06;--:--;   1615.749
1984-05-07;--:--;   1591.124
1984-05-08;--:--;   1574.787
1984-05-09;--:--;   1591.124
1984-05-10;--:--;   1623.989
1984-05-11;--:--;   1623.989
1984-05-12;--:--;   1582.947
1984-05-13;--:--;   1542.305
1984-05-14;--:--;   1526.161
1984-05-15;--:--;   1510.081
1984-05-16;--:--;   1502.065
1984-05-17;--:--;   1494.065
1984-05-18;--:--;   1526.161
1984-05-19;--:--;   1534.225
1984-05-20;--:--;   1494.065
1984-05-21;--:--;   1470.164
1984-05-22;--:--;   1462.229
1984-05-23;--:--;   1454.311
1984-05-24;--:--;   1446.409
1984-05-25;--:--;   1462.229
1984-05-26;--:--;   1558.514
1984-05-27;--:--;   1494.065
1984-05-28;--:--;   1446.409
1984-05-29;--:--;   1422.800
1984-05-30;--:--;   1407.143
1984-05-31;--:--;   1399.339
1984-06-01;--:--;   1383.781
1984-06-02;--:--;   1383.781
1984-06-03;--:--;   1383.781
1984-06-04;--:--;   1376.027
1984-06-05;--:--;   1376.027
1984-06-06;--:--;   1368.289
1984-06-07;--:--;   1360.568
1984-06-08;--:--;   1352.863
1984-06-09;--:--;   1345.175
1984-06-10;--:--;   1337.503
1984-06-11;--:--;   1337.503
1984-06-12;--:--;   1345.175
1984-06-13;--:--;   1391.552
1984-06-14;--:--;   1446.409
1984-06-15;--:--;   1462.229
1984-06-16;--:--;   1391.552
1984-06-17;--:--;   1352.863
1984-06-18;--:--;   1337.503
1984-06-19;--:--;   1329.848
1984-06-20;--:--;   1329.848
1984-06-21;--:--;   1322.210
1984-06-22;--:--;   1314.588
1984-06-23;--:--;   1306.983
1984-06-24;--:--;   1291.823
1984-06-25;--:--;   1299.395
1984-06-26;--:--;   1306.983
1984-06-27;--:--;   1306.983
1984-06-28;--:--;   1284.269
1984-06-29;--:--;   1276.731
1984-06-30;--:--;   1261.706
1984-07-01;--:--;   1269.210
1984-07-02;--:--;   1269.210
1984-07-03;--:--;   1345.175
1984-07-04;--:--;   1414.964
1984-07-05;--:--;   1368.289
1984-07-06;--:--;   1306.983
1984-07-07;--:--;   1246.748
1984-07-08;--:--;   1231.858
1984-07-09;--:--;   1224.438
1984-07-10;--:--;   1231.858
1984-07-11;--:--;   1239.295
1984-07-12;--:--;   1261.706
1984-07-13;--:--;   1314.588
1984-07-14;--:--;   1329.848
1984-07-15;--:--;   1269.210
1984-07-16;--:--;   1231.858
1984-07-17;--:--;   1231.858
1984-07-18;--:--;   1239.295
1984-07-19;--:--;   1194.931
1984-07-20;--:--;   1217.036
1984-07-21;--:--;   1202.282
1984-07-22;--:--;   1187.596
1984-07-23;--:--;   1187.596
1984-07-24;--:--;   1194.931
1984-07-25;--:--;   1194.931
1984-07-26;--:--;   1202.282
1984-07-27;--:--;   1202.282
1984-07-28;--:--;   1194.931
1984-07-29;--:--;   1180.279
1984-07-30;--:--;   1180.279
1984-07-31;--:--;   1187.596
1984-08-01;--:--;   1187.596
1984-08-02;--:--;   1209.650
1984-08-03;--:--;   1187.596
1984-08-04;--:--;   1172.979
1984-08-05;--:--;   1165.696
1984-08-06;--:--;   1151.182
1984-08-07;--:--;   1151.182
1984-08-08;--:--;   1158.430
1984-08-09;--:--;   1151.182
1984-08-10;--:--;   1202.282
1984-08-11;--:--;   1291.823
1984-08-12;--:--;   1306.983
1984-08-13;--:--;   1239.295
1984-08-14;--:--;   1187.596
1984-08-15;--:--;   1165.696
1984-08-16;--:--;   1158.430
1984-08-17;--:--;   1158.430
1984-08-18;--:--;   1143.950
1984-08-19;--:--;   1115.199
1984-08-20;--:--;   1108.054
1984-08-21;--:--;   1108.054
1984-08-22;--:--;   1108.054
1984-08-23;--:--;   1108.054
1984-08-24;--:--;   1115.199
1984-08-25;--:--;   1108.054
1984-08-26;--:--;   1100.927
1984-08-27;--:--;   1108.054
1984-08-28;--:--;   1122.361
1984-08-29;--:--;   1143.950
1984-08-30;--:--;   1194.931
1984-08-31;--:--;   1246.748
1984-09-01;--:--;   1194.931
1984-09-02;--:--;   1194.931
1984-09-03;--:--;   1202.282
1984-09-04;--:--;   1261.706
1984-09-05;--:--;   1329.848
1984-09-06;--:--;   1368.289
1984-09-07;--:--;   1352.863
1984-09-08;--:--;   1322.210
1984-09-09;--:--;   1284.269
1984-09-10;--:--;   1239.295
1984-09-11;--:--;   1217.036
1984-09-12;--:--;   1209.650
1984-09-13;--:--;   1209.650
1984-09-14;--:--;   1187.596
1984-09-15;--:--;   1180.279
1984-09-16;--:--;   1217.036
1984-09-17;--:--;   1239.295
1984-09-18;--:--;   1254.219
1984-09-19;--:--;   1276.731
1984-09-20;--:--;   1276.731
1984-09-21;--:--;   1261.706
1984-09-22;--:--;   1276.731
1984-09-23;--:--;   1322.210
1984-09-24;--:--;   1337.503
1984-09-25;--:--;   1314.588
1984-09-26;--:--;   1322.210
1984-09-27;--:--;   1494.065
1984-09-28;--:--;   1632.245
1984-09-29;--:--;   1574.787
1984-09-30;--:--;   1518.113
1984-10-01;--:--;   1391.552
1984-10-02;--:--;   1391.552
1984-10-03;--:--;   1352.863
1984-10-04;--:--;   1337.503
1984-10-05;--:--;   1329.848
1984-10-06;--:--;   1329.848
1984-10-07;--:--;   1345.175
1984-10-08;--:--;   1360.568
1984-10-09;--:--;   1368.289
1984-10-10;--:--;   1337.503
1984-10-11;--:--;   1314.588
1984-10-12;--:--;   1261.706
1984-10-13;--:--;   1224.438
1984-10-14;--:--;   1187.596
1984-10-15;--:--;   1165.696
1984-10-16;--:--;   1151.182
1984-10-17;--:--;   1136.737
1984-10-18;--:--;   1115.199
1984-10-19;--:--;   1100.927
1984-10-20;--:--;   1100.927
1984-10-21;--:--;   1093.817
1984-10-22;--:--;   1108.054
1984-10-23;--:--;   1172.979
1984-10-24;--:--;   1254.219
1984-10-25;--:--;   1422.800
1984-10-26;--:--;   1599.316
1984-10-27;--:--;   1741.007
1984-10-28;--:--;   1843.746
1984-10-29;--:--;   1922.256
1984-10-30;--:--;   2002.000
1984-10-31;--:--;   2092.038
1984-11-01;--:--;   1993.079
1984-11-02;--:--;   1993.079
1984-11-03;--:--;   1895.948
1984-11-04;--:--;   1775.005
1984-11-05;--:--;   1673.762
1984-11-06;--:--;   1574.787
1984-11-07;--:--;   1486.082
1984-11-08;--:--;   1422.800
1984-11-09;--:--;   1383.781
1984-11-10;--:--;   1360.568
1984-11-11;--:--;   1254.219
1984-11-12;--:--;   1115.199
1984-11-13;--:--;   1058.531
1984-11-14;--:--;   1037.571
1984-11-15;--:--;   1016.769
1984-11-16;--:--;   1009.871
1984-11-17;--:--;   1009.871
1984-11-18;--:--;   1129.540
1984-11-19;--:--;   1261.706
1984-11-20;--:--;   1337.503
1984-11-21;--:--;   1414.964
1984-11-22;--:--;   1462.229
1984-11-23;--:--;   1407.143
1984-11-24;--:--;   1345.175
1984-11-25;--:--;   1345.175
1984-11-26;--:--;   1783.544
1984-11-27;--:--;   2380.573
1984-11-28;--:--;   2623.412
1984-11-29;--:--;   2673.046
1984-11-30;--:--;   2554.518
1984-12-01;--:--;   2092.038
1984-12-02;--:--;   2092.038
1984-12-03;--:--;   1939.871
1984-12-04;--:--;   1948.701
1984-12-05;--:--;   2092.038
1984-12-06;--:--;   2239.197
1984-12-07;--:--;   2239.197
1984-12-08;--:--;   2342.552
1984-12-09;--:--;   2663.091
1984-12-10;--:--;   2998.966
1984-12-11;--:--;   3209.805
1984-12-12;--:--;   3415.089
1984-12-13;--:--;   3580.540
1984-12-14;--:--;   3782.970
1984-12-15;--:--;   3966.427
1984-12-16;--:--;   4164.936
1984-12-17;--:--;   4283.414
1984-12-18;--:--;   4271.509
1984-12-19;--:--;   4129.638
1984-12-20;--:--;   4129.638
1984-12-21;--:--;   4224.018
1984-12-22;--:--;   4403.147
1984-12-23;--:--;   4391.118
1984-12-24;--:--;   4235.872
1984-12-25;--:--;   4176.727
1984-12-26;--:--;   3602.823
1984-12-27;--:--;   3231.186
1984-12-28;--:--;   2864.849
1984-12-29;--:--;   2623.412
1984-12-30;--:--;   2496.020
1984-12-31;--:--;   2371.046
1985-01-01;--:--;   2119.341
1985-01-02;--:--;   2119.341
1985-01-03;--:--;   2055.843
1985-01-04;--:--;   2002.000
1985-01-05;--:--;   2055.843
1985-01-06;--:--;   2183.568
1985-01-07;--:--;   2380.573
1985-01-08;--:--;   2743.124
1985-01-09;--:--;   2998.966
1985-01-10;--:--;   3103.707
1985-01-11;--:--;   3188.477
1985-01-12;--:--;   3382.356
1985-01-13;--:--;   3536.130
1985-01-14;--:--;   3760.270
1985-01-15;--:--;   4153.157
1985-01-16;--:--;   4609.549
1985-01-17;--:--;   4906.998
1985-01-18;--:--;   5134.679
1985-01-19;--:--;   5262.853
1985-01-20;--:--;   5470.412
1985-01-21;--:--;   5601.675
1985-01-22;--:--;   5747.422
1985-01-23;--:--;   5867.722
1985-01-24;--:--;   6002.493
1985-01-25;--:--;   6138.421
1985-01-26;--:--;   6303.051
1985-01-27;--:--;   6441.501
1985-01-28;--:--;   6553.079
1985-01-29;--:--;   6707.682
1985-01-30;--:--;   6792.585
1985-01-31;--:--;   6877.893
1985-02-01;--:--;   6977.927
1985-02-02;--:--;   6977.927
1985-02-03;--:--;   7049.715
1985-02-04;--:--;   7121.780
1985-02-05;--:--;   7150.684
1985-02-06;--:--;   7237.662
1985-02-07;--:--;   7310.447
1985-02-08;--:--;   7383.508
1985-02-09;--:--;   7486.255
1985-02-10;--:--;   7604.338
1985-02-11;--:--;   7738.017
1985-02-12;--:--;   7887.581
1985-02-13;--:--;   7992.920
1985-02-14;--:--;   8068.487
1985-02-15;--:--;   8129.133
1985-02-16;--:--;   8129.133
1985-02-17;--:--;   8083.632
1985-02-18;--:--;   7947.710
1985-02-19;--:--;   7678.495
1985-02-20;--:--;   7354.251
1985-02-21;--:--;   7107.345
1985-02-22;--:--;   6056.726
1985-02-23;--:--;   5562.172
1985-02-24;--:--;   4982.457
1985-02-25;--:--;   4621.802
1985-02-26;--:--;   4355.104
1985-02-27;--:--;   4036.069
1985-02-28;--:--;   3897.245
1985-03-01;--:--;   3943.315
1985-03-02;--:--;   3943.315
1985-03-03;--:--;   4235.872
1985-03-04;--:--;   4463.481
1985-03-05;--:--;   4634.067
1985-03-06;--:--;   4683.250
1985-03-07;--:--;   4658.634
1985-03-08;--:--;   4524.126
1985-03-09;--:--;   4439.310
1985-03-10;--:--;   4188.531
1985-03-11;--:--;   3885.760
1985-03-12;--:--;   3737.621
1985-03-13;--:--;   3703.746
1985-03-14;--:--;   3748.939
1985-03-15;--:--;   3897.245
1985-03-16;--:--;   3978.002
1985-03-17;--:--;   4153.157
1985-03-18;--:--;   4307.260
1985-03-19;--:--;   4536.292
1985-03-20;--:--;   4782.205
1985-03-21;--:--;   5007.707
1985-03-22;--:--;   5211.440
1985-03-23;--:--;   5392.221
1985-03-24;--:--;   5522.775
1985-03-25;--:--;   5667.748
1985-03-26;--:--;   5760.742
1985-03-27;--:--;   5867.722
1985-03-28;--:--;   5921.491
1985-03-29;--:--;   5921.491
1985-03-30;--:--;   5840.907
1985-03-31;--:--;   5628.068
1985-04-01;--:--;   5083.746
1985-04-02;--:--;   5083.746
1985-04-03;--:--;   4782.205
1985-04-04;--:--;   4621.802
1985-04-05;--:--;   4487.702
1985-04-06;--:--;   4283.414
1985-04-07;--:--;   4012.804
1985-04-08;--:--;   3805.722
1985-04-09;--:--;   3580.540
1985-04-10;--:--;   3360.600
1985-04-11;--:--;   3188.477
1985-04-12;--:--;   3103.707
1985-04-13;--:--;   2978.181
1985-04-14;--:--;   2875.083
1985-04-15;--:--;   2854.629
1985-04-16;--:--;   2803.736
1985-04-17;--:--;   2753.191
1985-04-18;--:--;   2673.046
1985-04-19;--:--;   2673.046
1985-04-20;--:--;   2702.995
1985-04-21;--:--;   2783.477
1985-04-22;--:--;   2773.367
1985-04-23;--:--;   2673.046
1985-04-24;--:--;   2544.732
1985-04-25;--:--;   2466.965
1985-04-26;--:--;   2399.670
1985-04-27;--:--;   2361.534
1985-04-28;--:--;   2342.552
1985-04-29;--:--;   2323.629
1985-04-30;--:--;   2285.958
1985-05-01;--:--;   2192.803
1985-05-02;--:--;   2192.803
1985-05-03;--:--;   2046.832
1985-05-04;--:--;   2002.000
1985-05-05;--:--;   1966.407
1985-05-06;--:--;   1922.256
1985-05-07;--:--;   1869.778
1985-05-08;--:--;   1826.468
1985-05-09;--:--;   1800.667
1985-05-10;--:--;   1817.852
1985-05-11;--:--;   1887.210
1985-05-12;--:--;   1887.210
1985-05-13;--:--;   1869.778
1985-05-14;--:--;   1835.099
1985-05-15;--:--;   1800.667
1985-05-16;--:--;   1766.483
1985-05-17;--:--;   1749.484
1985-05-18;--:--;   1741.007
1985-05-19;--:--;   1749.484
1985-05-20;--:--;   1852.408
1985-05-21;--:--;   1852.408
1985-05-22;--:--;   1835.099
1985-05-23;--:--;   1800.667
1985-05-24;--:--;   1766.483
1985-05-25;--:--;   1724.102
1985-05-26;--:--;   1715.673
1985-05-27;--:--;   1698.861
1985-05-28;--:--;   1682.113
1985-05-29;--:--;   1665.427
1985-05-30;--:--;   1648.804
1985-05-31;--:--;   1640.516
1985-06-01;--:--;   1615.749
1985-06-02;--:--;   1632.245
1985-06-03;--:--;   1615.749
1985-06-04;--:--;   1599.316
1985-06-05;--:--;   1599.316
1985-06-06;--:--;   1591.124
1985-06-07;--:--;   1582.947
1985-06-08;--:--;   1574.787
1985-06-09;--:--;   1566.642
1985-06-10;--:--;   1566.642
1985-06-11;--:--;   1550.402
1985-06-12;--:--;   1550.402
1985-06-13;--:--;   1534.225
1985-06-14;--:--;   1534.225
1985-06-15;--:--;   1534.225
1985-06-16;--:--;   1526.161
1985-06-17;--:--;   1526.161
1985-06-18;--:--;   1526.161
1985-06-19;--:--;   1518.113
1985-06-20;--:--;   1518.113
1985-06-21;--:--;   1518.113
1985-06-22;--:--;   1510.081
1985-06-23;--:--;   1510.081
1985-06-24;--:--;   1510.081
1985-06-25;--:--;   1502.065
1985-06-26;--:--;   1494.065
1985-06-27;--:--;   1494.065
1985-06-28;--:--;   1494.065
1985-06-29;--:--;   1486.082
1985-06-30;--:--;   1486.082
1985-07-01;--:--;   1478.115
1985-07-02;--:--;   1486.082
1985-07-03;--:--;   1486.082
1985-07-04;--:--;   1478.115
1985-07-05;--:--;   1478.115
1985-07-06;--:--;   1470.164
1985-07-07;--:--;   1470.164
1985-07-08;--:--;   1470.164
1985-07-09;--:--;   1462.229
1985-07-10;--:--;   1462.229
1985-07-11;--:--;   1454.311
1985-07-12;--:--;   1454.311
1985-07-13;--:--;   1454.311
1985-07-14;--:--;   1454.311
1985-07-15;--:--;   1446.409
1985-07-16;--:--;   1446.409
1985-07-17;--:--;   1438.523
1985-07-18;--:--;   1438.523
1985-07-19;--:--;   1438.523
1985-07-20;--:--;   1430.653
1985-07-21;--:--;   1422.800
1985-07-22;--:--;   1422.800
1985-07-23;--:--;   1422.800
1985-07-24;--:--;   1422.800
1985-07-25;--:--;   1422.800
1985-07-26;--:--;   1407.143
1985-07-27;--:--;   1407.143
1985-07-28;--:--;   1399.339
1985-07-29;--:--;   1391.552
1985-07-30;--:--;   1391.552
1985-07-31;--:--;   1391.552
1985-08-01;--:--;   1376.027
1985-08-02;--:--;   1383.781
1985-08-03;--:--;   1376.027
1985-08-04;--:--;   1376.027
1985-08-05;--:--;   1376.027
1985-08-06;--:--;   1376.027
1985-08-07;--:--;   1368.289
1985-08-08;--:--;   1368.289
1985-08-09;--:--;   1345.175
1985-08-10;--:--;   1314.588
1985-08-11;--:--;   1291.823
1985-08-12;--:--;   1276.731
1985-08-13;--:--;   1246.748
1985-08-14;--:--;   1246.748
1985-08-15;--:--;   1269.210
1985-08-16;--:--;   1291.823
1985-08-17;--:--;   1291.823
1985-08-18;--:--;   1284.269
1985-08-19;--:--;   1284.269
1985-08-20;--:--;   1299.395
1985-08-21;--:--;   1314.588
1985-08-22;--:--;   1345.175
1985-08-23;--:--;   1329.848
1985-08-24;--:--;   1291.823
1985-08-25;--:--;   1276.731
1985-08-26;--:--;   1246.748
1985-08-27;--:--;   1209.650
1985-08-28;--:--;   1209.650
1985-08-29;--:--;   1209.650
1985-08-30;--:--;   1209.650
1985-08-31;--:--;   1194.931
