# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2023-04-23
#
# GRDC-No.:              3651806
# River:                 RIO SAO FRANCISCO
# Station:               BOM JESUS DA LAPA
# Country:               BR
# Latitude (DD):       -13.25694
# Longitude (DD):      -43.43917
# Catchment area (km²):      271000.0
# Altitude (m ASL):        420.0
# Next downstream station:      3651807
# Remarks:               
# Owner of original data: Brazil - National Water Agency (ANA)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 2020-02
# No. of years:          81
# Last update:           2021-03-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 29280
# DATA
YYYY-MM-DD;hh:mm; Value
1959-07-30;--:--;    413.000
1959-07-31;--:--;    413.000
1959-08-01;--:--;    409.000
1959-08-02;--:--;    409.000
1959-08-03;--:--;    409.000
1959-08-04;--:--;    404.000
1959-08-05;--:--;    400.000
1959-08-06;--:--;    400.000
1959-08-07;--:--;    396.000
1959-08-08;--:--;    392.000
1959-08-09;--:--;    387.000
1959-08-10;--:--;    383.000
1959-08-11;--:--;    379.000
1959-08-12;--:--;    379.000
1959-08-13;--:--;    379.000
1959-08-14;--:--;    375.000
1959-08-15;--:--;    375.000
1959-08-16;--:--;    371.000
1959-08-17;--:--;    366.000
1959-08-18;--:--;    362.000
1959-08-19;--:--;    358.000
1959-08-20;--:--;    358.000
1959-08-21;--:--;    354.000
1959-08-22;--:--;    350.000
1959-08-23;--:--;    345.000
1959-08-24;--:--;    345.000
1959-08-25;--:--;    345.000
1959-08-26;--:--;    341.000
1959-08-27;--:--;    341.000
1959-08-28;--:--;    341.000
1959-08-29;--:--;    337.000
1959-08-30;--:--;    337.000
1959-08-31;--:--;    337.000
1959-09-01;--:--;    333.000
1959-09-02;--:--;    329.000
1959-09-03;--:--;    324.000
1959-09-04;--:--;    324.000
1959-09-05;--:--;    324.000
1959-09-06;--:--;    320.000
1959-09-07;--:--;    316.000
1959-09-08;--:--;    312.000
1959-09-09;--:--;    308.000
1959-09-10;--:--;    308.000
1959-09-11;--:--;    308.000
1959-09-12;--:--;    308.000
1959-09-13;--:--;    304.000
1959-09-14;--:--;    300.000
1959-09-15;--:--;    291.000
1959-09-16;--:--;    291.000
1959-09-17;--:--;    291.000
1959-09-18;--:--;    291.000
1959-09-19;--:--;    287.000
1959-09-20;--:--;    287.000
1959-09-21;--:--;    287.000
1959-09-22;--:--;    287.000
1959-09-23;--:--;    287.000
1959-09-24;--:--;    287.000
1959-09-25;--:--;    283.000
1959-09-26;--:--;    283.000
1959-09-27;--:--;    283.000
1959-09-28;--:--;    287.000
1959-09-29;--:--;    287.000
1959-09-30;--:--;    296.000
1959-10-01;--:--;    304.000
1959-10-02;--:--;    316.000
1959-10-03;--:--;    324.000
1959-10-04;--:--;    324.000
1959-10-05;--:--;    324.000
1959-10-06;--:--;    324.000
1959-10-07;--:--;    337.000
1959-10-08;--:--;    350.000
1959-10-09;--:--;    345.000
1959-10-10;--:--;    329.000
1959-10-11;--:--;    316.000
1959-10-12;--:--;    308.000
1959-10-13;--:--;    300.000
1959-10-14;--:--;    291.000
1959-10-15;--:--;    291.000
1959-10-16;--:--;    312.000
1959-10-17;--:--;    366.000
1959-10-18;--:--;    404.000
1959-10-19;--:--;    440.000
1959-10-20;--:--;    444.000
1959-10-21;--:--;    440.000
1959-10-22;--:--;    523.000
1959-10-23;--:--;    609.000
1959-10-24;--:--;    807.000
1959-10-25;--:--;    927.000
1959-10-26;--:--;    979.000
1959-10-27;--:--;    940.000
1959-10-28;--:--;    889.000
1959-10-29;--:--;    927.000
1959-10-30;--:--;    993.000
1959-10-31;--:--;   1038.000
1959-11-01;--:--;   1012.000
1959-11-02;--:--;    921.000
1959-11-03;--:--;    876.000
1959-11-04;--:--;    820.000
1959-11-05;--:--;    954.000
1959-11-06;--:--;   1330.000
1959-11-07;--:--;   1413.000
1959-11-08;--:--;   1480.000
1959-11-09;--:--;   1593.000
1959-11-10;--:--;   1532.000
1959-11-11;--:--;   1413.000
1959-11-12;--:--;   1265.000
1959-11-13;--:--;   1118.000
1959-11-14;--:--;   1012.000
1959-11-15;--:--;    960.000
1959-11-16;--:--;    934.000
1959-11-17;--:--;    895.000
1959-11-18;--:--;    870.000
1959-11-19;--:--;    838.000
1959-11-20;--:--;    876.000
1959-11-21;--:--;   1038.000
1959-11-22;--:--;   1223.000
1959-11-23;--:--;   1495.000
1959-11-24;--:--;   1585.000
1959-11-25;--:--;   1752.000
1959-11-26;--:--;   2263.000
1959-11-27;--:--;   2870.000
1959-11-28;--:--;   3250.000
1959-11-29;--:--;   3499.000
1959-11-30;--:--;   3565.000
1959-12-01;--:--;   3422.000
1959-12-02;--:--;   3210.000
1959-12-03;--:--;   2870.000
1959-12-04;--:--;   2370.000
1959-12-05;--:--;   2146.000
1959-12-06;--:--;   1930.000
1959-12-07;--:--;   1656.000
1959-12-08;--:--;   1548.000
1959-12-09;--:--;   1382.000
1959-12-10;--:--;   1286.000
1959-12-11;--:--;   1237.000
1959-12-12;--:--;   1337.000
1959-12-13;--:--;   1420.000
1959-12-14;--:--;   1495.000
1959-12-15;--:--;   1480.000
1959-12-16;--:--;   1563.000
1959-12-17;--:--;   1948.000
1959-12-18;--:--;   2350.000
1959-12-19;--:--;   2740.000
1959-12-20;--:--;   2680.000
1959-12-21;--:--;   2490.000
1959-12-22;--:--;   2191.000
1959-12-23;--:--;   1939.000
1959-12-24;--:--;   1688.000
1959-12-25;--:--;   1532.000
1959-12-26;--:--;   1368.000
1959-12-27;--:--;   1244.000
1959-12-28;--:--;   1167.000
1959-12-29;--:--;   1244.000
1959-12-30;--:--;   1435.000
1959-12-31;--:--;   1616.000
1960-01-01;--:--;   1752.000
1960-01-02;--:--;   1939.000
1960-01-03;--:--;   2650.000
1960-01-04;--:--;   3160.000
1960-01-05;--:--;   3455.000
1960-01-06;--:--;   3741.000
1960-01-07;--:--;   3864.000
1960-01-08;--:--;   3829.000
1960-01-09;--:--;   3631.000
1960-01-10;--:--;   3411.000
1960-01-11;--:--;   3080.000
1960-01-12;--:--;   2760.000
1960-01-13;--:--;   2540.000
1960-01-14;--:--;   2460.000
1960-01-15;--:--;   2390.000
1960-01-16;--:--;   2290.000
1960-01-17;--:--;   2200.000
1960-01-18;--:--;   2128.000
1960-01-19;--:--;   2200.000
1960-01-20;--:--;   2330.000
1960-01-21;--:--;   2530.000
1960-01-22;--:--;   2990.000
1960-01-23;--:--;   3378.000
1960-01-24;--:--;   3752.000
1960-01-25;--:--;   4224.000
1960-01-26;--:--;   4512.000
1960-01-27;--:--;   4719.000
1960-01-28;--:--;   4927.000
1960-01-29;--:--;   5122.000
1960-01-30;--:--;   5291.000
1960-01-31;--:--;   5414.000
1960-02-01;--:--;   5582.000
1960-02-02;--:--;   5736.000
1960-02-03;--:--;   5848.000
1960-02-04;--:--;   5918.000
1960-02-05;--:--;   5960.000
1960-02-06;--:--;   5974.000
1960-02-07;--:--;   6016.000
1960-02-08;--:--;   6086.000
1960-02-09;--:--;   6184.000
1960-02-10;--:--;   6296.000
1960-02-11;--:--;   6366.000
1960-02-12;--:--;   6422.000
1960-02-13;--:--;   6450.000
1960-02-14;--:--;   6480.000
1960-02-15;--:--;   6480.000
1960-02-16;--:--;   6422.000
1960-02-17;--:--;   6268.000
1960-02-18;--:--;   6016.000
1960-02-19;--:--;   5624.000
1960-02-20;--:--;   5148.000
1960-02-21;--:--;   4560.000
1960-02-22;--:--;   4080.000
1960-02-23;--:--;   3653.000
1960-02-24;--:--;   3230.000
1960-02-25;--:--;   2910.000
1960-02-26;--:--;   2710.000
1960-02-27;--:--;   2500.000
1960-02-28;--:--;   2400.000
1960-02-29;--:--;   2420.000
1960-03-01;--:--;   2530.000
1960-03-02;--:--;   2680.000
1960-03-03;--:--;   2790.000
1960-03-04;--:--;   2960.000
1960-03-05;--:--;   3210.000
1960-03-06;--:--;   3455.000
1960-03-07;--:--;   3774.000
1960-03-08;--:--;   4116.000
1960-03-09;--:--;   4236.000
1960-03-10;--:--;   4392.000
1960-03-11;--:--;   4476.000
1960-03-12;--:--;   4596.000
1960-03-13;--:--;   4620.000
1960-03-14;--:--;   4596.000
1960-03-15;--:--;   4560.000
1960-03-16;--:--;   4584.000
1960-03-17;--:--;   4784.000
1960-03-18;--:--;   5018.000
1960-03-19;--:--;   5265.000
1960-03-20;--:--;   5484.000
1960-03-21;--:--;   5666.000
1960-03-22;--:--;   5862.000
1960-03-23;--:--;   5974.000
1960-03-24;--:--;   6044.000
1960-03-25;--:--;   6100.000
1960-03-26;--:--;   6156.000
1960-03-27;--:--;   6184.000
1960-03-28;--:--;   6198.000
1960-03-29;--:--;   6198.000
1960-03-30;--:--;   6156.000
1960-03-31;--:--;   6044.000
1960-04-01;--:--;   5904.000
1960-04-02;--:--;   5694.000
1960-04-03;--:--;   5428.000
1960-04-04;--:--;   5252.000
1960-04-05;--:--;   5109.000
1960-04-06;--:--;   4875.000
1960-04-07;--:--;   4560.000
1960-04-08;--:--;   4224.000
1960-04-09;--:--;   3876.000
1960-04-10;--:--;   3642.000
1960-04-11;--:--;   3345.000
1960-04-12;--:--;   3030.000
1960-04-13;--:--;   2830.000
1960-04-14;--:--;   2670.000
1960-04-15;--:--;   2570.000
1960-04-16;--:--;   2470.000
1960-04-17;--:--;   2370.000
1960-04-18;--:--;   2281.000
1960-04-19;--:--;   2370.000
1960-04-20;--:--;   2440.000
1960-04-21;--:--;   2390.000
1960-04-22;--:--;   2263.000
1960-04-23;--:--;   2164.000
1960-04-24;--:--;   2101.000
1960-04-25;--:--;   2038.000
1960-04-26;--:--;   1957.000
1960-04-27;--:--;   1876.000
1960-04-28;--:--;   1832.000
1960-04-29;--:--;   1808.000
1960-04-30;--:--;   1768.000
1960-05-01;--:--;   1736.000
1960-05-02;--:--;   1704.000
1960-05-03;--:--;   1672.000
1960-05-04;--:--;   1632.000
1960-05-05;--:--;   1593.000
1960-05-06;--:--;   1563.000
1960-05-07;--:--;   1532.000
1960-05-08;--:--;   1517.000
1960-05-09;--:--;   1503.000
1960-05-10;--:--;   1487.000
1960-05-11;--:--;   1472.000
1960-05-12;--:--;   1465.000
1960-05-13;--:--;   1465.000
1960-05-14;--:--;   1465.000
1960-05-15;--:--;   1458.000
1960-05-16;--:--;   1450.000
1960-05-17;--:--;   1442.000
1960-05-18;--:--;   1427.000
1960-05-19;--:--;   1405.000
1960-05-20;--:--;   1390.000
1960-05-21;--:--;   1480.000
1960-05-22;--:--;   1616.000
1960-05-23;--:--;   1696.000
1960-05-24;--:--;   1704.000
1960-05-25;--:--;   1664.000
1960-05-26;--:--;   1570.000
1960-05-27;--:--;   1480.000
1960-05-28;--:--;   1413.000
1960-05-29;--:--;   1368.000
1960-05-30;--:--;   1330.000
1960-05-31;--:--;   1286.000
1960-06-01;--:--;   1223.000
1960-06-02;--:--;   1181.000
1960-06-03;--:--;   1167.000
1960-06-04;--:--;   1153.000
1960-06-05;--:--;   1139.000
1960-06-06;--:--;   1125.000
1960-06-07;--:--;   1111.000
1960-06-08;--:--;   1097.000
1960-06-09;--:--;   1097.000
1960-06-10;--:--;   1097.000
1960-06-11;--:--;   1084.000
1960-06-12;--:--;   1077.000
1960-06-13;--:--;   1070.000
1960-06-14;--:--;   1064.000
1960-06-15;--:--;   1025.000
1960-06-16;--:--;   1012.000
1960-06-17;--:--;    999.000
1960-06-18;--:--;    986.000
1960-06-19;--:--;    986.000
1960-06-20;--:--;    986.000
1960-06-21;--:--;    979.000
1960-06-22;--:--;    973.000
1960-06-23;--:--;    973.000
1960-06-24;--:--;    967.000
1960-06-25;--:--;    960.000
1960-06-26;--:--;    960.000
1960-06-27;--:--;    940.000
1960-06-28;--:--;    927.000
1960-06-29;--:--;    915.000
1960-06-30;--:--;    895.000
1960-07-01;--:--;    889.000
1960-07-02;--:--;    876.000
1960-07-03;--:--;    876.000
1960-07-04;--:--;    876.000
1960-07-05;--:--;    870.000
1960-07-06;--:--;    864.000
1960-07-07;--:--;    857.000
1960-07-08;--:--;    851.000
1960-07-09;--:--;    845.000
1960-07-10;--:--;    838.000
1960-07-11;--:--;    832.000
1960-07-12;--:--;    826.000
1960-07-13;--:--;    820.000
1960-07-14;--:--;    813.000
1960-07-15;--:--;    801.000
1960-07-16;--:--;    789.000
1960-07-17;--:--;    782.000
1960-07-18;--:--;    776.000
1960-07-19;--:--;    770.000
1960-07-20;--:--;    758.000
1960-07-21;--:--;    752.000
1960-07-22;--:--;    746.000
1960-07-23;--:--;    740.000
1960-07-24;--:--;    728.000
1960-07-25;--:--;    716.000
1960-07-26;--:--;    704.000
1960-07-27;--:--;    699.000
1960-07-28;--:--;    693.000
1960-07-29;--:--;    682.000
1960-07-30;--:--;    671.000
1960-07-31;--:--;    660.000
1960-08-01;--:--;    660.000
1960-08-02;--:--;    660.000
1960-08-03;--:--;    654.000
1960-08-04;--:--;    648.000
1960-08-05;--:--;    643.000
1960-08-06;--:--;    637.000
1960-08-07;--:--;    632.000
1960-08-08;--:--;    632.000
1960-08-09;--:--;    626.000
1960-08-10;--:--;    615.000
1960-08-11;--:--;    609.000
1960-08-12;--:--;    604.000
1960-08-13;--:--;    598.000
1960-08-14;--:--;    593.000
1960-08-15;--:--;    587.000
1960-08-16;--:--;    582.000
1960-08-17;--:--;    576.000
1960-08-18;--:--;    571.000
1960-08-19;--:--;    566.000
1960-08-20;--:--;    560.000
1960-08-21;--:--;    560.000
1960-08-22;--:--;    560.000
1960-08-23;--:--;    555.000
1960-08-24;--:--;    549.000
1960-08-25;--:--;    544.000
1960-08-26;--:--;    539.000
1960-08-27;--:--;    534.000
1960-08-28;--:--;    528.000
1960-08-29;--:--;    523.000
1960-08-30;--:--;    518.000
1960-08-31;--:--;    508.000
1960-09-01;--:--;    497.000
1960-09-02;--:--;    487.000
1960-09-03;--:--;    482.000
1960-09-04;--:--;    478.000
1960-09-05;--:--;    478.000
1960-09-06;--:--;    473.000
1960-09-07;--:--;    473.000
1960-09-08;--:--;    473.000
1960-09-09;--:--;    473.000
1960-09-10;--:--;    473.000
1960-09-11;--:--;    473.000
1960-09-12;--:--;    468.000
1960-09-13;--:--;    458.000
1960-09-14;--:--;    454.000
1960-09-15;--:--;    454.000
1960-09-16;--:--;    454.000
1960-09-17;--:--;    449.000
1960-09-18;--:--;    440.000
1960-09-19;--:--;    435.000
1960-09-20;--:--;    426.000
1960-09-21;--:--;    422.000
1960-09-22;--:--;    409.000
1960-09-23;--:--;    400.000
1960-09-24;--:--;    400.000
1960-09-25;--:--;    396.000
1960-09-26;--:--;    392.000
1960-09-27;--:--;    392.000
1960-09-28;--:--;    387.000
1960-09-29;--:--;    383.000
1960-09-30;--:--;    379.000
1960-10-01;--:--;    375.000
1960-10-02;--:--;    371.000
1960-10-03;--:--;    366.000
1960-10-04;--:--;    362.000
1960-10-05;--:--;    362.000
1960-10-06;--:--;    362.000
1960-10-07;--:--;    362.000
1960-10-08;--:--;    375.000
1960-10-09;--:--;    400.000
1960-10-10;--:--;    440.000
1960-10-11;--:--;    487.000
1960-10-12;--:--;    518.000
1960-10-13;--:--;    528.000
1960-10-14;--:--;    523.000
1960-10-15;--:--;    523.000
1960-10-16;--:--;    518.000
1960-10-17;--:--;    497.000
1960-10-18;--:--;    478.000
1960-10-19;--:--;    458.000
1960-10-20;--:--;    435.000
1960-10-21;--:--;    413.000
1960-10-22;--:--;    379.000
1960-10-23;--:--;    354.000
1960-10-24;--:--;    350.000
1960-10-25;--:--;    341.000
1960-10-26;--:--;    337.000
1960-10-27;--:--;    337.000
1960-10-28;--:--;    337.000
1960-10-29;--:--;    354.000
1960-10-30;--:--;    366.000
1960-10-31;--:--;    383.000
1960-11-01;--:--;    396.000
1960-11-02;--:--;    422.000
1960-11-03;--:--;    468.000
1960-11-04;--:--;    497.000
1960-11-05;--:--;    566.000
1960-11-06;--:--;    620.000
1960-11-07;--:--;    676.000
1960-11-08;--:--;    682.000
1960-11-09;--:--;    654.000
1960-11-10;--:--;    620.000
1960-11-11;--:--;    604.000
1960-11-12;--:--;    576.000
1960-11-13;--:--;    593.000
1960-11-14;--:--;    615.000
1960-11-15;--:--;    626.000
1960-11-16;--:--;    648.000
1960-11-17;--:--;    688.000
1960-11-18;--:--;    704.000
1960-11-19;--:--;    710.000
1960-11-20;--:--;    782.000
1960-11-21;--:--;    895.000
1960-11-22;--:--;   1132.000
1960-11-23;--:--;   1330.000
1960-11-24;--:--;   1510.000
1960-11-25;--:--;   1593.000
1960-11-26;--:--;   1616.000
1960-11-27;--:--;   1704.000
1960-11-28;--:--;   1824.000
1960-11-29;--:--;   2065.000
1960-11-30;--:--;   2218.000
1960-12-01;--:--;   2540.000
1960-12-02;--:--;   3210.000
1960-12-03;--:--;   3924.000
1960-12-04;--:--;   4284.000
1960-12-05;--:--;   4560.000
1960-12-06;--:--;   4632.000
1960-12-07;--:--;   4584.000
1960-12-08;--:--;   4560.000
1960-12-09;--:--;   4536.000
1960-12-10;--:--;   4512.000
1960-12-11;--:--;   4524.000
1960-12-12;--:--;   4644.000
1960-12-13;--:--;   4745.000
1960-12-14;--:--;   4797.000
1960-12-15;--:--;   4810.000
1960-12-16;--:--;   4719.000
1960-12-17;--:--;   4488.000
1960-12-18;--:--;   4248.000
1960-12-19;--:--;   4044.000
1960-12-20;--:--;   3807.000
1960-12-21;--:--;   3774.000
1960-12-22;--:--;   3818.000
1960-12-23;--:--;   4176.000
1960-12-24;--:--;   4260.000
1960-12-25;--:--;   4500.000
1960-12-26;--:--;   4849.000
1960-12-27;--:--;   4940.000
1960-12-28;--:--;   4927.000
1960-12-29;--:--;   4862.000
1960-12-30;--:--;   4719.000
1960-12-31;--:--;   4524.000
1961-01-01;--:--;   4260.000
1961-01-02;--:--;   4020.000
1961-01-03;--:--;   3752.000
1961-01-04;--:--;   3554.000
1961-01-05;--:--;   3477.000
1961-01-06;--:--;   3543.000
1961-01-07;--:--;   3796.000
1961-01-08;--:--;   4092.000
1961-01-09;--:--;   4536.000
1961-01-10;--:--;   4875.000
1961-01-11;--:--;   5135.000
1961-01-12;--:--;   5330.000
1961-01-13;--:--;   5540.000
1961-01-14;--:--;   5680.000
1961-01-15;--:--;   5764.000
1961-01-16;--:--;   5876.000
1961-01-17;--:--;   5960.000
1961-01-18;--:--;   6044.000
1961-01-19;--:--;   6100.000
1961-01-20;--:--;   6114.000
1961-01-21;--:--;   6128.000
1961-01-22;--:--;   6128.000
1961-01-23;--:--;   6058.000
1961-01-24;--:--;   5974.000
1961-01-25;--:--;   5820.000
1961-01-26;--:--;   5722.000
1961-01-27;--:--;   5652.000
1961-01-28;--:--;   5526.000
1961-01-29;--:--;   5470.000
1961-01-30;--:--;   5526.000
1961-01-31;--:--;   5610.000
1961-02-01;--:--;   5736.000
1961-02-02;--:--;   5862.000
1961-02-03;--:--;   5974.000
1961-02-04;--:--;   6058.000
1961-02-05;--:--;   6142.000
1961-02-06;--:--;   6212.000
1961-02-07;--:--;   6268.000
1961-02-08;--:--;   6296.000
1961-02-09;--:--;   6310.000
1961-02-10;--:--;   6212.000
1961-02-11;--:--;   6016.000
1961-02-12;--:--;   5764.000
1961-02-13;--:--;   5386.000
1961-02-14;--:--;   4979.000
1961-02-15;--:--;   4428.000
1961-02-16;--:--;   4140.000
1961-02-17;--:--;   3948.000
1961-02-18;--:--;   3912.000
1961-02-19;--:--;   4140.000
1961-02-20;--:--;   4656.000
1961-02-21;--:--;   4836.000
1961-02-22;--:--;   4940.000
1961-02-23;--:--;   4992.000
1961-02-24;--:--;   5018.000
1961-02-25;--:--;   5083.000
1961-02-26;--:--;   5135.000
1961-02-27;--:--;   5148.000
1961-02-28;--:--;   5083.000
1961-03-01;--:--;   4979.000
1961-03-02;--:--;   4810.000
1961-03-03;--:--;   4644.000
1961-03-04;--:--;   4536.000
1961-03-05;--:--;   4380.000
1961-03-06;--:--;   4260.000
1961-03-07;--:--;   4212.000
1961-03-08;--:--;   4236.000
1961-03-09;--:--;   4332.000
1961-03-10;--:--;   4440.000
1961-03-11;--:--;   4524.000
1961-03-12;--:--;   4584.000
1961-03-13;--:--;   4620.000
1961-03-14;--:--;   4584.000
1961-03-15;--:--;   4488.000
1961-03-16;--:--;   4392.000
1961-03-17;--:--;   4272.000
1961-03-18;--:--;   4140.000
1961-03-19;--:--;   3996.000
1961-03-20;--:--;   3852.000
1961-03-21;--:--;   3697.000
1961-03-22;--:--;   3598.000
1961-03-23;--:--;   3620.000
1961-03-24;--:--;   3730.000
1961-03-25;--:--;   3708.000
1961-03-26;--:--;   3587.000
1961-03-27;--:--;   3521.000
1961-03-28;--:--;   3345.000
1961-03-29;--:--;   3230.000
1961-03-30;--:--;   3160.000
1961-03-31;--:--;   3100.000
1961-04-01;--:--;   3050.000
1961-04-02;--:--;   2980.000
1961-04-03;--:--;   2920.000
1961-04-04;--:--;   2870.000
1961-04-05;--:--;   2790.000
1961-04-06;--:--;   2730.000
1961-04-07;--:--;   2670.000
1961-04-08;--:--;   2620.000
1961-04-09;--:--;   2550.000
1961-04-10;--:--;   2470.000
1961-04-11;--:--;   2480.000
1961-04-12;--:--;   2520.000
1961-04-13;--:--;   2680.000
1961-04-14;--:--;   2710.000
1961-04-15;--:--;   2650.000
1961-04-16;--:--;   2570.000
1961-04-17;--:--;   2490.000
1961-04-18;--:--;   2430.000
1961-04-19;--:--;   2370.000
1961-04-20;--:--;   2310.000
1961-04-21;--:--;   2263.000
1961-04-22;--:--;   2227.000
1961-04-23;--:--;   2182.000
1961-04-24;--:--;   2137.000
1961-04-25;--:--;   2101.000
1961-04-26;--:--;   2083.000
1961-04-27;--:--;   2065.000
1961-04-28;--:--;   2074.000
1961-04-29;--:--;   2065.000
1961-04-30;--:--;   2056.000
1961-05-01;--:--;   2047.000
1961-05-02;--:--;   2047.000
1961-05-03;--:--;   2083.000
