DEPTH,GR,NPHI,AT10,AT30,AT90,CMFF,CMRP_3MS,TCMR
5448.9097,9.427425,0.002794065,1950.0,1950.0,40.268723,0.0004470562,0.002521454,1.7893709
5449.062,9.861619,0.0025307222,1950.0,1950.0,40.776196,0.0004468675,0.0025203896,1.7886155
5449.2144,10.385948,0.0026527639,1950.0,1950.0,57.017693,0.0004468675,0.0025203896,1.7886155
5449.3667,10.725606,0.0027963526,1950.0,1950.0,73.50607,0.0004470562,0.002521454,1.7893709
5449.519,10.131596,0.0029420792,1950.0,1950.0,81.40049,0.0004470562,0.002521454,1.7893709
5449.672,9.681167,0.003077419,1950.0,1950.0,86.34514,0.0004470562,0.002521454,1.7893709
5449.824,9.077779,0.003140029,1950.0,1950.0,91.97711,0.0004469619,0.0025209219,1.7889934
5449.9766,9.196842,0.004506821,1950.0,1950.0,96.3241,0.0004468675,0.0025203896,1.7886155
5450.129,9.785321,0.0036701686,1950.0,1950.0,102.50324,0.0004468675,0.0025203896,1.7886155
5450.2812,10.051189,0.0021209505,1950.0,1950.0,108.01239,0.0004469619,0.0025209219,1.7889934
5450.4336,10.363338,-0.0009701549,1950.0,1950.0,111.09187,0.0004469619,0.0025209219,1.7889934
5450.586,9.7759905,-0.0019458147,1950.0,1950.0,112.7171,0.0004469619,0.0025209219,1.7889934
5450.7383,9.61294,-0.0022664773,1950.0,1950.0,113.47952,0.0004468675,0.0025203896,1.7886155
5450.8906,9.342734,-0.0021217538,1950.0,1950.0,114.10204,0.0004470562,0.002521454,1.7893709
5451.0435,9.328748,-0.002006782,1950.0,1950.0,115.102806,0.0004470562,0.002521454,1.7893709
5451.196,9.788697,-0.0015106323,1950.0,1950.0,116.72079,0.0004469619,0.0025209219,1.7889934
5451.348,9.26387,-0.000600126,1950.0,1950.0,118.74401,0.0004469619,0.0025209219,1.7889934
5451.5005,9.652381,0.0011575822,1950.0,1950.0,120.63859,0.0004469619,0.0025209219,1.7889934
5451.653,9.229785,0.006149766,1950.0,1950.0,122.36711,0.0004470562,0.002521454,1.7893709
5451.805,9.927213,0.00926242,1950.0,1950.0,123.80747,0.0004468675,0.0025203896,1.7886155
5451.9575,10.453894,0.010700245,1950.0,1950.0,124.56336,0.0004468675,0.0025203896,1.7886155
5452.11,10.296775,0.0071330946,1950.0,1950.0,124.484245,0.0004470562,0.002521454,1.7893709
5452.262,9.829959,0.006595993,1950.0,1950.0,123.51628,0.0004470562,0.002521454,1.7893709
5452.415,9.3676195,0.005152072,1950.0,1950.0,121.84334,0.0004470562,0.002521454,1.7893709
